	0	1	2	3	predicted	Predicted_label_1	Predicted_label_-1
28	0.0	1.0	1.0	1.0	-1	0.38667066049048077	0.6133293395095192
29	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
30	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
31	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
32	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
33	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
34	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
35	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
36	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
37	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
38	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
39	0.0	0.0	1.0	1.0	-1	0.3472917312532776	0.6527082687467225
40	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
41	1.0	1.0	0.0	-1.0	1	0.7444784345423325	0.2555215654576674
42	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
43	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
44	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
45	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
46	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
47	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
48	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
49	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
50	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
51	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
52	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
53	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
54	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
55	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
56	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
57	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
58	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
59	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
60	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
61	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
62	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
63	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
64	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
65	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
66	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
67	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
68	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
69	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
70	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
71	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
72	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
73	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
74	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
75	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
76	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
77	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
78	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
79	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
80	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
81	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
82	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
83	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
84	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
85	0.0	1.0	1.0	1.0	-1	0.38667066049048077	0.6133293395095192
86	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
87	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
88	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
89	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
90	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
91	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
92	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
93	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
94	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
95	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
96	0.0	0.0	1.0	1.0	-1	0.3472917312532776	0.6527082687467225
97	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
98	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
99	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
100	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
101	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
102	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
103	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
104	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
105	0.0	1.0	1.0	1.0	-1	0.38667066049048077	0.6133293395095192
106	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
107	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
108	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
109	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
110	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
111	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
112	0.0	1.0	1.0	1.0	-1	0.38667066049048077	0.6133293395095192
113	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
114	1.0	1.0	0.0	1.0	1	0.7444784345423325	0.2555215654576674
115	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
116	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
117	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
118	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
119	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
120	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
121	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
122	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
123	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
124	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
125	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
126	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
127	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
128	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
129	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
130	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
131	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
132	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
133	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
134	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
135	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
136	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
137	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
138	0.0	0.0	0.0	-1.0	1	0.9055051849855459	0.09449481501445409
139	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
140	1.0	1.0	1.0	-1.0	-1	0.1392496567809075	0.8607503432190925
141	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
142	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
143	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
144	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
145	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
146	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
147	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
148	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
149	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
150	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
151	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
152	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
153	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
154	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
155	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
156	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
157	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
158	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
159	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
160	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
161	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
162	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
163	0.0	0.0	1.0	1.0	-1	0.3472917312532776	0.6527082687467225
164	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
165	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
166	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
167	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
168	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
169	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
170	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
171	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
172	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
173	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
174	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
175	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
176	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
177	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
178	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
179	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
180	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
181	0.0	0.0	1.0	1.0	-1	0.3472917312532776	0.6527082687467225
182	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
183	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
184	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
185	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
186	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
187	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
188	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
189	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
190	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
191	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
192	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
193	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
194	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
195	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
196	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
197	1.0	1.0	1.0	-1.0	-1	0.1392496567809075	0.8607503432190925
198	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
199	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
200	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
201	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
202	0.0	0.0	0.0	-1.0	1	0.9055051849855459	0.09449481501445409
203	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
204	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
205	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
206	0.0	0.0	1.0	1.0	-1	0.3472917312532776	0.6527082687467225
207	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
208	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
209	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
210	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
211	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
212	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
213	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
214	0.0	0.0	1.0	1.0	-1	0.3472917312532776	0.6527082687467225
215	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
216	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
217	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
218	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
219	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
220	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
221	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
222	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
223	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
224	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
225	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
226	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
227	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
228	1.0	1.0	1.0	-1.0	-1	0.1392496567809075	0.8607503432190925
229	1.0	1.0	1.0	-1.0	-1	0.1392496567809075	0.8607503432190925
230	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
231	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
232	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
233	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
234	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
235	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
236	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
237	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
238	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
239	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
240	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
241	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
242	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
243	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
244	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
245	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
246	1.0	1.0	0.0	-1.0	1	0.7444784345423325	0.2555215654576674
247	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
248	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
249	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
250	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
251	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
252	0.0	0.0	1.0	1.0	-1	0.3472917312532776	0.6527082687467225
253	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
254	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
255	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
256	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
257	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
258	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
259	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
260	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
261	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
262	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
263	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
264	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
265	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
266	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
267	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
268	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
269	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
270	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
271	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
272	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
273	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
274	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
275	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
276	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
277	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
278	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
279	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
280	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
281	1.0	1.0	1.0	-1.0	-1	0.1392496567809075	0.8607503432190925
282	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
283	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
284	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
285	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
286	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
287	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
288	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
289	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
290	0.0	0.0	1.0	1.0	-1	0.3472917312532776	0.6527082687467225
291	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
292	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
293	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
294	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
295	0.0	0.0	1.0	1.0	-1	0.3472917312532776	0.6527082687467225
296	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
297	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
298	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
299	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
300	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
301	0.0	0.0	0.0	-1.0	1	0.9055051849855459	0.09449481501445409
302	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
303	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
304	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
305	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
306	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
307	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
308	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
309	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
310	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
311	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
312	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
313	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
314	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
315	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
316	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
317	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
318	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
319	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
320	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
321	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
322	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
323	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
324	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
325	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
326	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
327	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
328	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
329	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
330	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
331	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
332	0.0	1.0	1.0	1.0	-1	0.38667066049048077	0.6133293395095192
333	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
334	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
335	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
336	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
337	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
338	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
339	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
340	0.0	0.0	0.0	1.0	1	0.9055051849855459	0.09449481501445409
341	1.0	1.0	1.0	-1.0	-1	0.1392496567809075	0.8607503432190925
342	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
343	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
344	0.0	0.0	1.0	-1.0	-1	0.3472917312532776	0.6527082687467225
345	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
346	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
347	1.0	0.0	1.0	1.0	-1	0.12013287454608663	0.8798671254539134
348	1.0	1.0	1.0	1.0	-1	0.1392496567809075	0.8607503432190925
349	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
350	1.0	0.0	1.0	-1.0	-1	0.12013287454608663	0.8798671254539134
351	1.0	0.0	0.0	-1.0	1	0.7108962087681167	0.28910379123188334
352	1.0	0.0	0.0	1.0	1	0.7108962087681167	0.28910379123188334
