	Class	Age	Sex	Survived	predicted_survived	Predicted_label_1	Predicted_label_-1
84	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
85	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
86	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
87	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
88	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
89	0.0	1.0	1.0	1.0	1	0.6132419112920505	0.38675808870794953
90	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
91	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
92	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
93	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
94	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
95	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
96	0.0	1.0	0.0	1.0	1	0.9580037226617031	0.04199627733829688
97	1.0	1.0	1.0	1.0	-1	0.23472614726786706	0.765273852732133
98	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
99	1.0	1.0	1.0	-1.0	-1	0.23472614726786706	0.765273852732133
100	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
101	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
102	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
103	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
104	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
105	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
106	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
107	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
108	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
109	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
110	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
111	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
112	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
113	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
114	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
115	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
116	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
117	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
118	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
119	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
120	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
121	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
122	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
123	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
124	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
125	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
126	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
127	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
128	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
129	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
130	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
131	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
132	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
133	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
134	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
135	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
136	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
137	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
138	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
139	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
140	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
141	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
142	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
143	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
144	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
145	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
146	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
147	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
148	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
149	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
150	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
151	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
152	1.0	1.0	0.0	-1.0	1	0.8152507676560901	0.1847492323439099
153	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
154	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
155	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
156	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
157	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
158	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
159	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
160	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
161	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
162	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
163	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
164	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
165	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
166	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
167	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
168	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
169	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
170	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
171	0.0	1.0	1.0	1.0	1	0.6132419112920505	0.38675808870794953
172	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
173	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
174	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
175	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
176	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
177	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
178	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
179	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
180	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
181	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
182	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
183	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
184	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
185	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
186	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
187	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
188	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
189	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
190	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
191	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
192	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
193	1.0	1.0	1.0	-1.0	-1	0.23472614726786706	0.765273852732133
194	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
195	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
196	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
197	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
198	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
199	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
200	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
201	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
202	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
203	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
204	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
205	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
206	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
207	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
208	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
209	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
210	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
211	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
212	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
213	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
214	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
215	1.0	1.0	1.0	-1.0	-1	0.23472614726786706	0.765273852732133
216	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
217	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
218	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
219	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
220	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
221	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
222	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
223	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
224	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
225	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
226	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
227	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
228	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
229	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
230	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
231	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
232	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
233	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
234	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
235	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
236	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
237	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
238	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
239	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
240	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
241	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
242	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
243	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
244	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
245	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
246	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
247	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
248	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
249	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
250	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
251	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
252	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
253	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
254	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
255	0.0	1.0	1.0	1.0	1	0.6132419112920505	0.38675808870794953
256	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
257	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
258	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
259	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
260	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
261	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
262	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
263	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
264	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
265	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
266	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
267	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
268	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
269	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
270	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
271	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
272	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
273	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
274	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
275	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
276	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
277	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
278	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
279	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
280	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
281	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
282	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
283	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
284	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
285	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
286	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
287	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
288	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
289	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
290	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
291	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
292	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
293	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
294	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
295	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
296	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
297	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
298	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
299	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
300	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
301	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
302	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
303	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
304	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
305	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
306	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
307	1.0	1.0	0.0	-1.0	1	0.8152507676560901	0.1847492323439099
308	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
309	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
310	1.0	1.0	1.0	-1.0	-1	0.23472614726786706	0.765273852732133
311	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
312	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
313	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
314	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
315	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
316	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
317	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
318	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
319	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
320	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
321	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
322	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
323	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
324	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
325	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
326	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
327	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
328	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
329	0.0	0.0	0.0	-1.0	1	0.9202799902470741	0.0797200097529259
330	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
331	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
332	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
333	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
334	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
335	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
336	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
337	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
338	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
339	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
340	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
341	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
342	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
343	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
344	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
345	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
346	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
347	1.0	1.0	0.0	1.0	1	0.8152507676560901	0.1847492323439099
348	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
349	1.0	1.0	1.0	-1.0	-1	0.23472614726786706	0.765273852732133
350	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
351	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
352	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
353	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
